Date,Open,High,Low,Close,Adj Close,Volume
1991-08-19,1723.500000,1723.500000,1584.000000,1587.400024,1587.400024,0
1991-08-20,1589.500000,1635.699951,1586.599976,1630.599976,1630.599976,0
1991-08-21,1631.000000,1690.699951,1631.000000,1685.500000,1685.500000,0
1991-08-22,1687.099976,1708.300049,1687.099976,1701.300049,1701.300049,0
1991-08-23,1701.699951,1718.000000,1700.099976,1718.000000,1718.000000,0
1991-08-26,1718.300049,1732.099976,1693.900024,1726.199951,1726.199951,0
1991-08-27,1726.500000,1731.699951,1710.699951,1716.599976,1716.599976,0
1991-08-28,1716.300049,1751.900024,1712.300049,1725.800049,1725.800049,0
1991-08-29,1727.699951,1743.500000,1727.699951,1737.400024,1737.400024,0
1991-08-30,1737.400024,1743.199951,1733.800049,1736.599976,1736.599976,0
1991-09-02,1736.099976,1739.900024,1729.599976,1732.400024,1732.400024,0
1991-09-03,1731.800049,1734.400024,1726.199951,1731.199951,1731.199951,0
1991-09-04,1730.900024,1730.900024,1722.000000,1726.900024,1726.900024,0
1991-09-05,1727.099976,1730.800049,1725.699951,1727.800049,1727.800049,0
1991-09-06,1727.500000,1729.400024,1720.099976,1720.199951,1720.199951,0
1991-09-09,1720.099976,1720.199951,1715.199951,1715.400024,1715.400024,0
1991-09-10,1714.500000,1717.500000,1708.699951,1708.699951,1708.699951,0
1991-09-11,1712.699951,1715.500000,1708.800049,1713.000000,1713.000000,0
1991-09-12,1713.099976,1727.900024,1707.099976,1713.500000,1713.500000,0
1991-09-13,1714.599976,1723.800049,1714.599976,1718.000000,1718.000000,0
1991-09-16,1717.800049,1717.800049,1701.199951,1701.699951,1701.699951,0
1991-09-17,1702.000000,1704.599976,1696.099976,1701.699951,1701.699951,0
1991-09-18,1701.099976,1701.599976,1684.800049,1684.900024,1684.900024,0
1991-09-19,1685.000000,1691.800049,1678.000000,1687.199951,1687.199951,0
1991-09-20,1687.800049,1693.900024,1686.800049,1690.599976,1690.599976,0
1991-09-23,1690.599976,1690.599976,1681.500000,1684.300049,1684.300049,0
1991-09-24,1684.000000,1684.000000,1672.599976,1679.900024,1679.900024,0
1991-09-25,1681.099976,1685.500000,1669.900024,1672.900024,1672.900024,0
1991-09-26,1672.500000,1672.500000,1662.199951,1663.099976,1663.099976,0
1991-09-27,1663.099976,1673.099976,1660.599976,1669.300049,1669.300049,0
1991-09-30,1669.199951,1672.699951,1663.699951,1664.699951,1664.699951,0
1991-10-01,1666.500000,1673.199951,1666.500000,1672.300049,1672.300049,0
1991-10-02,1672.199951,1687.699951,1667.900024,1687.699951,1687.699951,0
1991-10-03,1687.699951,1695.699951,1683.800049,1686.800049,1686.800049,0
1991-10-04,1686.599976,1686.599976,1679.699951,1686.599976,1686.599976,0
1991-10-07,1686.300049,1686.300049,1674.099976,1675.800049,1675.800049,0
1991-10-08,1676.000000,1679.000000,1675.099976,1677.400024,1677.400024,0
1991-10-09,1677.599976,1678.400024,1671.900024,1673.199951,1673.199951,0
1991-10-10,1673.099976,1673.099976,1659.699951,1665.000000,1665.000000,0
1991-10-11,1665.199951,1675.599976,1665.199951,1671.300049,1671.300049,0
1991-10-14,1670.699951,1677.300049,1666.699951,1672.400024,1672.400024,0
1991-10-15,1672.900024,1682.800049,1672.900024,1676.199951,1676.199951,0
1991-10-16,1676.599976,1692.699951,1676.599976,1692.599976,1692.599976,0
1991-10-17,1693.800049,1703.500000,1689.800049,1696.500000,1696.500000,0
1991-10-18,1696.500000,1716.199951,1695.900024,1716.099976,1716.099976,0
1991-10-21,1716.000000,1724.699951,1713.300049,1713.300049,1713.300049,0
1991-10-22,1713.099976,1716.000000,1703.000000,1705.099976,1705.099976,0
1991-10-23,1704.800049,1711.400024,1700.800049,1711.300049,1711.300049,0
1991-10-24,1712.400024,1722.300049,1704.800049,1709.800049,1709.800049,0
1991-10-25,1709.800049,1709.800049,1686.900024,1688.599976,1688.599976,0
1991-10-28,1688.500000,1703.699951,1683.000000,1698.900024,1698.900024,0
1991-10-29,1700.699951,1713.099976,1699.300049,1700.000000,1700.000000,0
1991-10-30,1699.900024,1699.900024,1683.500000,1693.000000,1693.000000,0
1991-10-31,1692.900024,1695.400024,1683.800049,1683.900024,1683.900024,0
1991-11-01,1683.599976,1683.599976,1673.699951,1679.199951,1679.199951,0
1991-11-04,1679.099976,1679.099976,1671.199951,1673.900024,1673.900024,0
1991-11-05,1673.800049,1693.800049,1673.800049,1683.900024,1683.900024,0
1991-11-06,1684.000000,1693.300049,1681.099976,1688.400024,1688.400024,0
1991-11-07,1688.599976,1700.900024,1688.599976,1693.900024,1693.900024,0
1991-11-08,1694.800049,1722.199951,1694.800049,1720.900024,1720.900024,0
1991-11-11,1720.900024,1727.800049,1713.900024,1717.900024,1717.900024,0
1991-11-12,1718.099976,1735.699951,1718.000000,1733.599976,1733.599976,0
1991-11-13,1733.900024,1747.099976,1725.500000,1729.699951,1729.699951,0
1991-11-14,1730.000000,1740.599976,1730.000000,1735.599976,1735.599976,0
1991-11-15,1737.000000,1746.199951,1732.599976,1734.099976,1734.099976,0
1991-11-18,1733.199951,1733.199951,1682.699951,1699.300049,1699.300049,0
1991-11-19,1699.500000,1730.099976,1670.500000,1678.599976,1678.599976,0
1991-11-20,1678.599976,1687.400024,1670.300049,1675.500000,1675.500000,0
1991-11-21,1674.599976,1675.500000,1663.800049,1670.099976,1670.099976,0
1991-11-22,1668.900024,1668.900024,1649.699951,1652.199951,1652.199951,0
1991-11-25,1649.900024,1649.900024,1622.699951,1635.000000,1635.000000,0
1991-11-26,1635.199951,1661.400024,1635.199951,1654.900024,1654.900024,0
1991-11-27,1655.800049,1661.000000,1637.599976,1642.000000,1642.000000,0
1991-11-28,1642.000000,1646.199951,1635.599976,1638.699951,1638.699951,0
1991-11-29,1638.400024,1638.400024,1617.300049,1622.599976,1622.599976,0
1991-12-02,1620.199951,1620.199951,1591.300049,1596.099976,1596.099976,0
1991-12-03,1596.699951,1614.599976,1592.599976,1612.400024,1612.400024,0
1991-12-04,1612.599976,1631.800049,1612.599976,1625.000000,1625.000000,0
1991-12-05,1623.500000,1623.500000,1607.800049,1610.500000,1610.500000,0
1991-12-06,1610.199951,1614.699951,1598.599976,1606.599976,1606.599976,0
1991-12-09,1606.500000,1610.699951,1601.599976,1610.699951,1610.699951,0
1991-12-10,1610.699951,1612.400024,1596.400024,1603.099976,1603.099976,0
1991-12-11,1603.199951,1649.099976,1583.099976,1591.500000,1591.500000,0
1991-12-12,1591.500000,1611.000000,1584.900024,1605.199951,1605.199951,0
1991-12-13,1605.400024,1624.699951,1605.400024,1621.400024,1621.400024,0
1991-12-16,1621.400024,1624.500000,1615.199951,1622.500000,1622.500000,0
1991-12-17,1622.800049,1636.099976,1618.800049,1626.599976,1626.599976,0
1991-12-18,1627.800049,1633.800049,1626.400024,1627.400024,1627.400024,0
1991-12-19,1627.400024,1627.400024,1610.800049,1614.900024,1614.900024,0
1991-12-20,1614.599976,1614.599976,1591.000000,1602.300049,1602.300049,0
1991-12-23,1601.800049,1602.400024,1595.500000,1598.300049,1598.300049,0
1991-12-24,1600.699951,1627.699951,1600.699951,1627.000000,1627.000000,0
1991-12-25,null,null,null,null,null,null
1991-12-26,null,null,null,null,null,null
1991-12-27,1629.400024,1655.699951,1629.400024,1655.699951,1655.699951,0
1991-12-30,1656.800049,1671.900024,1656.800049,1670.099976,1670.099976,0
1991-12-31,null,null,null,null,null,null
1992-01-01,null,null,null,null,null,null
1992-01-02,null,null,null,null,null,null
1992-01-03,1670.599976,1704.099976,1670.599976,1704.000000,1704.000000,0
1992-01-06,1705.099976,1729.500000,1704.500000,1711.800049,1711.800049,0
1992-01-07,1711.199951,1711.199951,1691.000000,1700.500000,1700.500000,0
1992-01-08,1700.300049,1700.300049,1682.300049,1690.300049,1690.300049,0
1992-01-09,1690.400024,1717.300049,1690.400024,1715.400024,1715.400024,0
1992-01-10,1715.699951,1731.599976,1715.699951,1723.500000,1723.500000,0
1992-01-13,1723.300049,1724.699951,1714.300049,1719.400024,1719.400024,0
1992-01-14,1719.500000,1735.900024,1719.500000,1734.400024,1734.400024,0
1992-01-15,1734.800049,1777.099976,1734.800049,1772.800049,1772.800049,0
1992-01-16,1772.900024,1783.400024,1759.400024,1760.300049,1760.300049,0
1992-01-17,1760.099976,1762.099976,1746.599976,1747.199951,1747.199951,0
1992-01-20,1747.699951,1754.800049,1728.000000,1750.199951,1750.199951,0
1992-01-21,1750.900024,1768.900024,1750.900024,1755.300049,1755.300049,0
1992-01-22,1755.000000,1765.300049,1749.500000,1754.599976,1754.599976,0
1992-01-23,1754.699951,1765.300049,1749.000000,1751.199951,1751.199951,0
1992-01-24,1750.800049,1756.099976,1738.400024,1752.500000,1752.500000,0
1992-01-27,1753.300049,1769.599976,1753.300049,1769.400024,1769.400024,0
1992-01-28,1769.699951,1787.000000,1763.199951,1767.599976,1767.599976,0
1992-01-29,1767.599976,1767.599976,1744.699951,1750.000000,1750.000000,0
1992-01-30,1749.800049,1758.300049,1741.900024,1747.099976,1747.099976,0
1992-01-31,1747.400024,1758.699951,1747.099976,1753.500000,1753.500000,0
1992-02-03,1753.500000,1772.500000,1752.500000,1752.800049,1752.800049,0
1992-02-04,1752.699951,1771.300049,1744.199951,1752.900024,1752.900024,0
1992-02-05,1753.699951,1764.699951,1753.500000,1764.699951,1764.699951,0
1992-02-06,1766.000000,1785.000000,1766.000000,1776.800049,1776.800049,0
1992-02-07,1777.099976,1780.300049,1770.000000,1779.300049,1779.300049,0
1992-02-10,1779.000000,1789.300049,1775.000000,1785.099976,1785.099976,0
1992-02-11,1787.300049,1802.599976,1787.300049,1798.199951,1798.199951,0
1992-02-12,1798.500000,1806.800049,1789.099976,1794.099976,1794.099976,0
1992-02-13,1794.699951,1800.300049,1792.400024,1795.199951,1795.199951,0
1992-02-14,1794.099976,1794.099976,1779.099976,1780.400024,1780.400024,0
1992-02-17,1780.699951,1793.400024,1780.699951,1789.500000,1789.500000,0
1992-02-18,1789.500000,1802.699951,1788.800049,1794.199951,1794.199951,0
1992-02-19,1794.099976,1795.199951,1780.400024,1784.400024,1784.400024,0
1992-02-20,1784.500000,1800.199951,1784.500000,1800.099976,1800.099976,0
1992-02-21,1800.300049,1810.000000,1800.199951,1804.000000,1804.000000,0
1992-02-24,1804.000000,1817.599976,1802.400024,1816.199951,1816.199951,0
1992-02-25,1816.400024,1824.699951,1810.500000,1810.500000,1810.500000,0
1992-02-26,1810.500000,1824.000000,1810.000000,1821.900024,1821.900024,0
1992-02-27,1822.000000,1834.500000,1822.000000,1828.199951,1828.199951,0
1992-02-28,1829.900024,1845.099976,1829.900024,1840.599976,1840.599976,0
1992-03-02,1840.599976,1851.800049,1838.500000,1841.099976,1841.099976,0
1992-03-03,1840.500000,1852.199951,1836.099976,1846.300049,1846.300049,0
1992-03-04,1846.599976,1858.699951,1844.300049,1850.000000,1850.000000,0
1992-03-05,1849.800049,1849.900024,1827.400024,1839.000000,1839.000000,0
1992-03-06,1838.800049,1839.099976,1815.599976,1820.199951,1820.199951,0
1992-03-09,1820.000000,1820.000000,1803.199951,1815.199951,1815.199951,0
1992-03-10,1815.099976,1822.800049,1815.099976,1820.599976,1820.599976,0
1992-03-11,1819.699951,1821.300049,1805.599976,1807.099976,1807.099976,0
1992-03-12,1806.599976,1806.599976,1785.400024,1791.400024,1791.400024,0
1992-03-13,1791.599976,1809.500000,1789.500000,1806.199951,1806.199951,0
1992-03-16,1806.099976,1806.099976,1792.900024,1798.699951,1798.699951,0
1992-03-17,1799.099976,1821.400024,1799.099976,1818.199951,1818.199951,0
1992-03-18,1818.300049,1830.400024,1815.400024,1820.500000,1820.500000,0
1992-03-19,1820.400024,1833.800049,1817.900024,1833.300049,1833.300049,0
1992-03-20,1833.599976,1852.900024,1832.900024,1837.099976,1837.099976,0
1992-03-23,1836.500000,1836.500000,1817.400024,1818.199951,1818.199951,0
1992-03-24,1817.699951,1828.599976,1805.400024,1824.099976,1824.099976,0
1992-03-25,1823.800049,1836.400024,1823.800049,1830.099976,1830.099976,0
1992-03-26,1830.300049,1844.500000,1830.300049,1835.599976,1835.599976,0
1992-03-27,1835.500000,1839.000000,1822.000000,1828.699951,1828.699951,0
1992-03-30,1827.900024,1839.500000,1819.800049,1839.199951,1839.199951,0
1992-03-31,1839.300049,1849.099976,1835.800049,1837.199951,1837.199951,0
1992-04-01,1836.900024,1836.900024,1825.300049,1826.699951,1826.699951,0
1992-04-02,1827.099976,1843.800049,1827.099976,1838.000000,1838.000000,0
1992-04-03,1838.099976,1844.800049,1827.000000,1829.099976,1829.099976,0
1992-04-06,1829.500000,1845.599976,1824.099976,1843.099976,1843.099976,0
1992-04-07,1843.800049,1856.400024,1843.800049,1850.500000,1850.500000,0
1992-04-08,1829.900024,1831.500000,1821.800049,1827.099976,1827.099976,0
1992-04-09,1827.000000,1830.099976,1814.800049,1829.099976,1829.099976,0
1992-04-10,1829.699951,1854.199951,1829.699951,1848.000000,1848.000000,0
1992-04-13,1847.800049,1853.699951,1836.900024,1840.500000,1840.500000,0
1992-04-14,1840.699951,1855.599976,1840.599976,1853.800049,1853.800049,0
1992-04-15,1854.099976,1874.300049,1854.099976,1874.099976,1874.099976,0
1992-04-16,1874.300049,1884.599976,1871.199951,1871.300049,1871.300049,0
1992-04-17,null,null,null,null,null,null
1992-04-20,null,null,null,null,null,null
1992-04-21,1870.400024,1871.599976,1858.599976,1860.500000,1860.500000,0
1992-04-22,1861.099976,1874.699951,1861.099976,1874.699951,1874.699951,0
1992-04-23,1874.800049,1886.599976,1874.800049,1880.099976,1880.099976,0
1992-04-24,1879.800049,1879.800049,1868.800049,1874.699951,1874.699951,0
1992-04-27,1874.199951,1879.800049,1866.199951,1875.599976,1875.599976,0
1992-04-28,1875.699951,1875.800049,1858.599976,1859.500000,1859.500000,0
1992-04-29,1859.599976,1884.099976,1859.099976,1874.199951,1874.199951,0
1992-04-30,1874.400024,1889.400024,1874.400024,1880.099976,1880.099976,0
1992-05-01,null,null,null,null,null,null
1992-05-04,1879.599976,1908.199951,1872.599976,1907.699951,1907.699951,0
1992-05-05,1908.000000,1926.400024,1907.900024,1920.500000,1920.500000,0
1992-05-06,1931.400024,1937.400024,1919.199951,1937.300049,1937.300049,0
1992-05-07,1937.099976,1954.400024,1934.300049,1936.800049,1936.800049,0
1992-05-08,1936.800049,1953.199951,1935.699951,1949.099976,1949.099976,0
1992-05-11,1949.199951,1963.699951,1949.199951,1963.699951,1963.699951,0
1992-05-12,1963.599976,1966.000000,1949.199951,1950.800049,1950.800049,0
1992-05-13,1950.599976,1988.300049,1946.199951,1953.500000,1953.500000,0
1992-05-14,1953.500000,1959.199951,1941.000000,1945.000000,1945.000000,0
1992-05-15,1944.500000,1944.500000,1916.900024,1921.099976,1921.099976,0
1992-05-18,1922.000000,1944.900024,1922.000000,1939.099976,1939.099976,0
1992-05-19,1939.199951,1943.099976,1925.800049,1928.000000,1928.000000,0
1992-05-20,1928.099976,1939.699951,1928.099976,1933.400024,1933.400024,0
1992-05-21,1933.400024,1940.300049,1922.199951,1925.699951,1925.699951,0
1992-05-22,1924.699951,1934.599976,1921.000000,1931.699951,1931.699951,0
1992-05-25,1931.400024,1932.300049,1906.000000,1928.699951,1928.699951,0
1992-05-26,1928.800049,1939.500000,1920.300049,1924.500000,1924.500000,0
1992-05-27,1924.400024,1924.400024,1909.500000,1914.199951,1914.199951,0
1992-05-28,null,null,null,null,null,null
1992-05-29,1914.199951,1922.599976,1909.599976,1920.599976,1920.599976,0
1992-06-01,1920.599976,1924.000000,1916.699951,1923.300049,1923.300049,0
1992-06-02,1923.300049,1935.099976,1923.300049,1930.400024,1930.400024,0
1992-06-03,1930.300049,1931.199951,1910.099976,1915.199951,1915.199951,0
1992-06-04,1915.199951,1920.300049,1905.900024,1916.900024,1916.900024,0
1992-06-05,1917.099976,1922.900024,1911.900024,1913.800049,1913.800049,0
1992-06-08,null,null,null,null,null,null
1992-06-09,1913.800049,1914.900024,1898.099976,1899.699951,1899.699951,0
1992-06-10,1899.599976,1899.599976,1886.400024,1888.000000,1888.000000,0
1992-06-11,1888.000000,1889.000000,1863.900024,1868.800049,1868.800049,0
1992-06-12,1868.800049,1883.300049,1864.300049,1879.900024,1879.900024,0
1992-06-15,1879.599976,1879.699951,1862.300049,1865.699951,1865.699951,0
1992-06-16,1865.699951,1882.800049,1865.099976,1881.300049,1881.300049,0
1992-06-17,1881.199951,1881.199951,1867.000000,1873.099976,1873.099976,0
1992-06-18,1872.800049,1872.900024,1857.900024,1862.500000,1862.500000,0
1992-06-19,1862.599976,1876.599976,1862.599976,1869.300049,1869.300049,0
1992-06-22,1869.000000,1869.000000,1844.199951,1846.900024,1846.900024,0
1992-06-23,1846.900024,1854.500000,1844.000000,1847.099976,1847.099976,0
1992-06-24,1846.599976,1846.599976,1828.500000,1838.300049,1838.300049,0
1992-06-25,1838.699951,1848.300049,1838.699951,1845.800049,1845.800049,0
1992-06-26,1844.400024,1844.400024,1829.300049,1835.500000,1835.500000,0
1992-06-29,1835.599976,1852.500000,1835.599976,1846.599976,1846.599976,0
1992-06-30,1845.900024,1859.900024,1845.900024,1854.800049,1854.800049,0
1992-07-01,1854.599976,1863.900024,1842.000000,1845.300049,1845.300049,0
1992-07-02,1845.599976,1856.500000,1843.000000,1854.599976,1854.599976,0
1992-07-03,1883.699951,1883.699951,1883.699951,1883.699951,1883.699951,0
1992-07-06,1872.000000,1878.900024,1861.500000,1862.599976,1862.599976,0
1992-07-07,1864.900024,1868.800049,1850.300049,1856.599976,1856.599976,0
1992-07-08,1854.500000,1854.500000,1832.099976,1837.599976,1837.599976,0
1992-07-09,1837.599976,1847.199951,1827.099976,1846.699951,1846.699951,0
1992-07-10,1847.199951,1859.400024,1847.199951,1856.500000,1856.500000,0
1992-07-13,1855.099976,1855.099976,1839.900024,1841.500000,1841.500000,0
1992-07-14,1841.199951,1844.900024,1834.199951,1835.099976,1835.099976,0
1992-07-15,1844.400024,1844.400024,1844.400024,1844.400024,1844.400024,0
1992-07-16,1838.699951,1838.699951,1838.699951,1838.699951,1838.699951,0
1992-07-17,1838.099976,1838.099976,1804.099976,1805.599976,1805.599976,0
1992-07-20,1800.300049,1800.300049,1731.900024,1756.599976,1756.599976,0
1992-07-21,1757.800049,1791.199951,1757.800049,1784.500000,1784.500000,0
1992-07-22,1781.300049,1782.400024,1754.400024,1757.099976,1757.099976,0
1992-07-23,1757.400024,1770.300049,1749.500000,1762.800049,1762.800049,0
1992-07-24,1762.800049,1768.300049,1755.800049,1756.800049,1756.800049,0
1992-07-27,1757.900024,1763.800049,1749.900024,1761.900024,1761.900024,0
1992-07-28,1761.900024,1786.599976,1760.099976,1777.400024,1777.400024,0
1992-07-29,1778.599976,1813.199951,1778.599976,1812.699951,1812.699951,0
1992-07-30,1813.300049,1822.500000,1796.300049,1806.099976,1806.099976,0
1992-07-31,1805.699951,1813.699951,1788.500000,1798.099976,1798.099976,0
1992-08-03,1796.900024,1803.099976,1784.699951,1794.900024,1794.900024,0
1992-08-04,1795.800049,1812.699951,1795.500000,1805.400024,1805.400024,0
1992-08-05,1805.400024,1822.500000,1799.800049,1820.300049,1820.300049,0
1992-08-06,1822.000000,1832.400024,1809.099976,1819.599976,1819.599976,0
1992-08-07,1818.199951,1818.199951,1801.900024,1809.599976,1809.599976,0
1992-08-10,1808.000000,1808.000000,1767.099976,1800.000000,1800.000000,0
1992-08-11,1800.000000,1804.500000,1791.500000,1800.300049,1800.300049,0
1992-08-12,1800.599976,1813.099976,1790.699951,1793.599976,1793.599976,0
1992-08-13,1792.400024,1792.400024,1761.599976,1784.800049,1784.800049,0
1992-08-14,1784.199951,1799.800049,1778.599976,1791.500000,1791.500000,0
1992-08-17,1792.500000,1806.000000,1792.500000,1800.199951,1800.199951,0
1992-08-18,1799.099976,1799.099976,1768.500000,1788.599976,1788.599976,0
1992-08-19,1788.599976,1792.199951,1770.500000,1775.699951,1775.699951,0
1992-08-20,1776.000000,1778.800049,1752.000000,1753.500000,1753.500000,0
1992-08-21,1753.500000,1773.400024,1749.000000,1768.199951,1768.199951,0
1992-08-24,1765.400024,1768.199951,1719.199951,1726.900024,1726.900024,0
1992-08-25,1726.500000,1737.199951,1703.099976,1709.699951,1709.699951,0
1992-08-26,1710.000000,1725.599976,1704.599976,1705.000000,1705.000000,0
1992-08-27,1707.500000,1741.500000,1707.500000,1740.599976,1740.599976,0
1992-08-28,1738.800049,1752.400024,1732.599976,1745.699951,1745.699951,0
1992-08-31,1745.400024,1764.900024,1744.300049,1751.599976,1751.599976,0
1992-09-01,1750.500000,1751.400024,1734.400024,1747.300049,1747.300049,0
1992-09-02,1745.599976,1765.099976,1738.300049,1757.699951,1757.699951,0
1992-09-03,1759.400024,1785.500000,1759.400024,1774.599976,1774.599976,0
1992-09-04,1775.199951,1785.599976,1753.400024,1774.400024,1774.400024,0
1992-09-07,1774.400024,1790.400024,1774.400024,1788.300049,1788.300049,0
1992-09-08,1788.699951,1798.800049,1786.599976,1788.099976,1788.099976,0
1992-09-09,1787.099976,1791.900024,1774.900024,1779.099976,1779.099976,0
1992-09-10,1779.500000,1795.000000,1779.500000,1792.800049,1792.800049,0
1992-09-11,1793.400024,1812.800049,1793.400024,1811.800049,1811.800049,0
1992-09-14,null,null,null,null,null,null
1992-09-15,1872.099976,1872.599976,1847.300049,1851.400024,1851.400024,0
1992-09-16,1850.300049,1876.300049,1835.699951,1874.000000,1874.000000,0
1992-09-17,1874.900024,1905.699951,1863.800049,1889.599976,1889.599976,0
1992-09-18,1890.800049,1911.800049,1890.500000,1897.199951,1897.199951,0
1992-09-21,1896.699951,1904.500000,1881.800049,1888.800049,1888.800049,0
1992-09-22,1887.400024,1903.400024,1884.000000,1900.599976,1900.599976,0
1992-09-23,1902.300049,1926.900024,1854.800049,1913.400024,1913.400024,0
1992-09-24,1914.500000,1924.599976,1901.099976,1908.900024,1908.900024,0
1992-09-25,1908.099976,1919.900024,1897.400024,1910.800049,1910.800049,0
1992-09-28,1908.599976,1908.599976,1859.699951,1879.199951,1879.199951,0
1992-09-29,1878.699951,1880.900024,1861.099976,1880.199951,1880.199951,0
1992-09-30,1881.099976,1893.400024,1873.800049,1877.199951,1877.199951,0
1992-10-01,1876.500000,1890.099976,1873.699951,1885.199951,1885.199951,0
1992-10-02,1885.599976,1891.699951,1865.900024,1867.599976,1867.599976,0
1992-10-05,1864.000000,1864.000000,1787.300049,1787.300049,1787.300049,0
1992-10-06,1789.000000,1826.199951,1789.000000,1820.500000,1820.500000,0
1992-10-07,1820.800049,1866.500000,1820.500000,1858.199951,1858.199951,0
1992-10-08,1860.400024,1871.699951,1858.199951,1870.300049,1870.300049,0
1992-10-09,1870.599976,1887.300049,1869.300049,1878.400024,1878.400024,0
1992-10-12,1877.800049,1885.000000,1825.400024,1881.500000,1881.500000,0
1992-10-13,1882.500000,1894.300049,1882.500000,1893.500000,1893.500000,0
1992-10-14,1892.500000,1892.500000,1883.300049,1889.300049,1889.300049,0
1992-10-15,1886.500000,1887.199951,1873.699951,1878.000000,1878.000000,0
1992-10-16,1878.900024,1889.199951,1877.199951,1883.500000,1883.500000,0
1992-10-19,1883.800049,1904.699951,1883.800049,1904.699951,1904.699951,0
1992-10-20,1907.900024,1930.000000,1907.900024,1922.599976,1922.599976,0
1992-10-21,1922.300049,1926.800049,1907.500000,1907.500000,1907.500000,0
1992-10-22,1905.000000,1921.300049,1896.000000,1911.300049,1911.300049,0
1992-10-23,1911.900024,1923.800049,1910.800049,1921.000000,1921.000000,0
1992-10-26,1921.500000,1934.000000,1921.500000,1930.900024,1930.900024,0
1992-10-27,1930.900024,1930.900024,1921.599976,1927.400024,1927.400024,0
1992-10-28,1926.500000,1926.500000,1902.300049,1909.000000,1909.000000,0
1992-10-29,1908.000000,1911.800049,1898.900024,1905.000000,1905.000000,0
1992-10-30,1904.400024,1912.500000,1901.599976,1911.099976,1911.099976,0
1992-11-02,1909.699951,1922.500000,1906.099976,1921.599976,1921.599976,0
1992-11-03,1922.199951,1940.400024,1920.900024,1933.300049,1933.300049,0
1992-11-04,1933.300049,1948.000000,1923.599976,1942.000000,1942.000000,0
1992-11-05,1942.000000,1963.699951,1941.699951,1951.500000,1951.500000,0
1992-11-06,1951.699951,1965.000000,1946.400024,1957.699951,1957.699951,0
1992-11-09,1958.800049,1974.500000,1955.800049,1957.699951,1957.699951,0
1992-11-10,1957.699951,1967.699951,1957.599976,1962.300049,1962.300049,0
1992-11-11,1961.599976,1961.599976,1942.599976,1946.099976,1946.099976,0
1992-11-12,1946.099976,1957.300049,1937.500000,1950.199951,1950.199951,0
1992-11-13,1949.900024,1950.199951,1922.800049,1929.300049,1929.300049,0
1992-11-16,1928.699951,1928.699951,1895.300049,1913.400024,1913.400024,0
1992-11-17,1912.699951,1913.699951,1882.900024,1889.500000,1889.500000,0
1992-11-18,1888.599976,1888.599976,1869.400024,1882.800049,1882.800049,0
